"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
90,0.64,0.2,"TC",17.7435666164994
75,0.4,0.2,"TC",19.0410728373478
75,0.6,0.2,"TC",17.8576036184003
105,0.4,0.2,"TC",24.9072627123845
105,0.6,0.2,"TC",20.3590064076937
90,0.5,0.2,"TC",13.8356453601406
110,0.5,0.2,"TC",21.6195479853314
70,0.5,0.2,"TC",19.0376900515572
90,0.36,0.2,"TC",25.7738653792279
90,0.64,0.2,"TC",16.394876671192
75,0.4,0.2,"TC",17.3243299523066
75,0.6,0.2,"TC",17.9141929161995
105,0.4,0.2,"TC",22.4403596911245
105,0.6,0.2,"TC",12.0073923871604
90,0.5,0.2,"TC",14.6935388748126
110,0.5,0.2,"TC",14.6571165035795
70,0.5,0.2,"TC",22.0331306589458
90,0.36,0.2,"TC",19.0821794337985
90,0.64,0.2,"TC",12.0444342361865
75,0.4,0.2,"TC",18.6556696404511
75,0.6,0.2,"TC",23.8030549186936
105,0.4,0.2,"TC",17.6431415181979
105,0.6,0.2,"TC",14.8441833103427
90,0.5,0.2,"TC",15.4201829475474
110,0.5,0.2,"TC",20.0576100374296
70,0.5,0.2,"TC",19.677756393488
90,0.36,0.2,"TC",22.9660900680925
90,0.64,0.2,"TC",15.967560320301
75,0.4,0.2,"TC",17.6428742493178
75,0.6,0.2,"TC",11.6910229221114
105,0.4,0.2,"TC",18.0102223728291
105,0.6,0.2,"TC",12.9031596751135
90,0.5,0.2,"TC",14.2538692405531
110,0.5,0.2,"TC",21.4965520762754
70,0.5,0.2,"TC",17.1617617635389
90,0.36,0.2,"TC",21.8574204191826
90,0.64,0.2,"TC",15.9806128315184
75,0.4,0.2,"TC",17.8048121115583
75,0.6,0.2,"TC",19.3523293919922
105,0.4,0.2,"TC",17.0115639711593
105,0.6,0.2,"TC",16.6607023838158
90,0.5,0.2,"TC",14.9374813732843
110,0.5,0.2,"TC",18.6753850534837
70,0.5,0.2,"TC",18.4276170001227
90,0.36,0.2,"TC",16.2335216893637
90,0.64,0.2,"TC",15.1912392596253
75,0.4,0.2,"TC",18.8930342565794
75,0.6,0.2,"TC",16.8057817917293
105,0.4,0.2,"TC",18.8903244761601
105,0.6,0.2,"TC",15.3369042048153
90,0.5,0.2,"TC",21.4711486402588
110,0.5,0.2,"TC",24.3964838999666
70,0.5,0.2,"TC",22.0887875162227
90,0.36,0.2,"TC",13.1500280543078
90,0.64,0.2,"TC",17.8483037963811
75,0.4,0.2,"TC",19.3226810206458
75,0.6,0.2,"TC",14.927563915258
105,0.4,0.2,"TC",12.4228392187082
105,0.6,0.2,"TC",17.5805864312504
90,0.5,0.2,"TC",17.3967144559397
110,0.5,0.2,"TC",19.8679708254113
70,0.5,0.2,"TC",20.1328494080985
90,0.36,0.2,"TC",18.3129760652369
90,0.64,0.2,"TC",16.898104590433
75,0.4,0.2,"TC",24.5381454913922
75,0.6,0.2,"TC",19.3660573944983
105,0.4,0.2,"TC",20.6291985819277
105,0.6,0.2,"TC",18.0665106748393
90,0.5,0.2,"TC",16.8053412015449
110,0.5,0.2,"TC",16.6099472542171
70,0.5,0.2,"TC",11.5097970599277
90,0.36,0.2,"TC",21.4761299189131
90,0.64,0.2,"TC",8.3249189397999
75,0.4,0.2,"TC",18.2246928449016
75,0.6,0.2,"TC",16.3915451036667
105,0.4,0.2,"TC",20.732553661228
105,0.6,0.2,"TC",21.8765021971069
90,0.5,0.2,"TC",9.72630821027928
110,0.5,0.2,"TC",18.8386785755788
70,0.5,0.2,"TC",17.949179454397
90,0.36,0.2,"TC",20.1757655063857
90,0.64,0.2,"TC",9.49303143590048
75,0.4,0.2,"TC",16.0617287281305
75,0.6,0.2,"TC",20.5336298453217
105,0.4,0.2,"TC",18.8533504474732
105,0.6,0.2,"TC",13.6391879555769
90,0.5,0.2,"TC",18.6374563314552
110,0.5,0.2,"TC",12.3206466385272
70,0.5,0.2,"TC",16.9804823012941
90,0.36,0.2,"TC",16.1046142983463
90,0.64,0.2,"TC",17.1903009663267
75,0.4,0.2,"TC",11.1156756352062
75,0.6,0.2,"TC",10.6622270195637
105,0.4,0.2,"TC",20.1862953007382
105,0.6,0.2,"TC",16.1771292133292
90,0.5,0.2,"TC",16.7255063814628
110,0.5,0.2,"TC",13.2230806507481
70,0.5,0.2,"TC",17.6996273241408
90,0.36,0.2,"TC",14.7526843159521
90,0.64,0.2,"TC",13.0565807188683
75,0.4,0.2,"TC",17.6013164978842
75,0.6,0.2,"TC",15.7288363035198
105,0.4,0.2,"TC",25.8264877696425
105,0.6,0.2,"TC",19.5699383646937
90,0.5,0.2,"TC",17.5893642280869
110,0.5,0.2,"TC",17.1573875993874
70,0.5,0.2,"TC",19.0339982534814
90,0.36,0.2,"TC",19.4909095746024
90,0.64,0.2,"TC",14.9003388091516
75,0.4,0.2,"TC",17.8621944089038
75,0.6,0.2,"TC",16.2696750730696
105,0.4,0.2,"TC",18.0940090479225
105,0.6,0.2,"TC",9.71494441116086
90,0.5,0.2,"TC",18.3979216040973
110,0.5,0.2,"TC",18.942223418633
70,0.5,0.2,"TC",18.9842514978854
90,0.36,0.2,"TC",19.9435619446194
90,0.64,0.2,"TC",17.3136125446892
75,0.4,0.2,"TC",16.9226848144071
75,0.6,0.2,"TC",18.687262945265
105,0.4,0.2,"TC",20.4693638956523
105,0.6,0.2,"TC",17.7784568228346
90,0.5,0.2,"TC",18.6695805467092
110,0.5,0.2,"TC",19.6534282725928
70,0.5,0.2,"TC",17.9498752146438
90,0.36,0.2,"TC",18.3893212571481
90,0.64,0.2,"TC",16.5352749815236
75,0.4,0.2,"TC",19.5317332774706
75,0.6,0.2,"TC",14.3821423963155
105,0.4,0.2,"TC",20.0846870293966
105,0.6,0.2,"TC",16.7285524861118
90,0.5,0.2,"TC",17.9953992843248
110,0.5,0.2,"TC",11.9887856172282
70,0.5,0.2,"TC",16.4904931021233
90,0.36,0.2,"TC",19.5566292766816
90,0.64,0.2,"TC",16.5019323365991
75,0.4,0.2,"TC",14.5077725966735
75,0.6,0.2,"TC",15.735428692634
105,0.4,0.2,"TC",19.7392910146231
105,0.6,0.2,"TC",12.417427589235
90,0.5,0.2,"TC",19.1148152262721
110,0.5,0.2,"TC",19.7642391629385
70,0.5,0.2,"TC",19.3986025359492
90,0.36,0.2,"TC",21.7285937001226
90,0.64,0.2,"TC",13.9142716738077
75,0.4,0.2,"TC",20.812606784469
75,0.6,0.2,"TC",18.8436957497238
105,0.4,0.2,"TC",15.6099216531933
105,0.6,0.2,"TC",11.9447887882313
90,0.5,0.2,"TC",20.0383084426116
110,0.5,0.2,"TC",20.4928384540221
70,0.5,0.2,"TC",16.4634532599542
90,0.36,0.2,"TC",22.4289710928025
90,0.64,0.2,"TC",17.2993160259978
75,0.4,0.2,"TC",22.1888981285354
75,0.6,0.2,"TC",11.5959958016973
105,0.4,0.2,"TC",20.9098804955253
105,0.6,0.2,"TC",20.2565729617435
90,0.5,0.2,"TC",13.89155123447
110,0.5,0.2,"TC",13.749925204371
70,0.5,0.2,"TC",18.335671167745
90,0.36,0.2,"TC",18.2468891431143
90,0.64,0.2,"TC",13.6610316239553
75,0.4,0.2,"TC",23.7469931957626
75,0.6,0.2,"TC",14.4602174245516
105,0.4,0.2,"TC",17.4250964907027
105,0.6,0.2,"TC",19.0988860014314
90,0.5,0.2,"TC",14.0125545215863
110,0.5,0.2,"TC",22.3831345116496
70,0.5,0.2,"TC",15.8787695728329
90,0.36,0.2,"TC",12.8706869336289
90,0.64,0.2,"TC",13.8562018421237
75,0.4,0.2,"TC",15.7035583365435
75,0.6,0.2,"TC",15.3880047911234
105,0.4,0.2,"TC",22.7915862782492
105,0.6,0.2,"TC",16.2977346822284
90,0.5,0.2,"TC",24.4468750857849
110,0.5,0.2,"TC",17.9743514326404
70,0.5,0.2,"TC",22.0184147231056
90,0.36,0.2,"TC",15.0356714558969
90,0.64,0.2,"TC",17.4425085073394
75,0.4,0.2,"TC",20.2263832640866
75,0.6,0.2,"TC",15.6689351837037
105,0.4,0.2,"TC",19.5875795396911
105,0.6,0.2,"TC",18.341191574083
90,0.5,0.2,"TC",12.2590542044723
110,0.5,0.2,"TC",19.4857964079901
70,0.5,0.2,"TC",15.154343323272
90,0.36,0.2,"TC",16.1033938414387
90,0.64,0.2,"TC",16.2247877855451
75,0.4,0.2,"TC",14.4709301573843
75,0.6,0.2,"TC",14.4108163764858
105,0.4,0.2,"TC",22.0323098970385
105,0.6,0.2,"TC",16.7028146149325
90,0.5,0.2,"TC",18.4679769731856
110,0.5,0.2,"TC",20.1133598919706
70,0.5,0.2,"TC",21.0845501113666
90,0.36,0.2,"TC",22.0649827277643
90,0.64,0.2,"TC",15.3805147408119
75,0.4,0.2,"TC",20.1223003552199
75,0.6,0.2,"TC",12.9550721273055
105,0.4,0.2,"TC",24.2051565139327
105,0.6,0.2,"TC",15.2310254431111
90,0.5,0.2,"TC",14.5865054291692
110,0.5,0.2,"TC",20.9869291276679
70,0.5,0.2,"TC",14.431608323557
90,0.36,0.2,"TC",19.6359127679929
90,0.64,0.2,"TC",17.0986516482024
75,0.4,0.2,"TC",24.3697104811923
75,0.6,0.2,"TC",15.6290058893939
105,0.4,0.2,"TC",20.3430574103198
105,0.6,0.2,"TC",17.7208185727018
90,0.5,0.2,"TC",23.770045051703
110,0.5,0.2,"TC",21.0851692656317
70,0.5,0.2,"TC",15.9939429891829
90,0.36,0.2,"TC",21.0502265075213
90,0.64,0.2,"TC",13.5296555182993
75,0.4,0.2,"TC",15.2421590652736
75,0.6,0.2,"TC",17.1176631506333
105,0.4,0.2,"TC",22.932807743513
105,0.6,0.2,"TC",15.2817912557649
90,0.5,0.2,"TC",16.449649734095
110,0.5,0.2,"TC",25.8481356331108
70,0.5,0.2,"TC",17.7722085300973
90,0.36,0.2,"TC",19.1688574583361
90,0.64,0.2,"TC",16.4253705582068
75,0.4,0.2,"TC",17.3825109116554
75,0.6,0.2,"TC",15.4235872552802
105,0.4,0.2,"TC",26.3634425102746
105,0.6,0.2,"TC",12.7113633117555
90,0.5,0.2,"TC",19.0766875985226
110,0.5,0.2,"TC",17.3703133966964
70,0.5,0.2,"TC",17.8068370296077
90,0.36,0.2,"TC",22.6717134115921
90,0.64,0.2,"TC",13.9014191964542
75,0.4,0.2,"TC",13.3885220574988
75,0.6,0.2,"TC",15.013189110154
105,0.4,0.2,"TC",23.3336378604257
105,0.6,0.2,"TC",16.2020115923641
90,0.5,0.2,"TC",17.6352320446268
110,0.5,0.2,"TC",21.0625325156808
70,0.5,0.2,"TC",16.1211739736183
90,0.36,0.2,"TC",18.4773211115578
90,0.64,0.2,"TC",12.6487261564147
75,0.4,0.2,"TC",19.5843560404838
75,0.6,0.2,"TC",19.9151788953013
105,0.4,0.2,"TC",14.3139217078972
105,0.6,0.2,"TC",17.6498235295051
90,0.5,0.2,"TC",17.3254968351249
110,0.5,0.2,"TC",21.1330833000969
70,0.5,0.2,"TC",16.0903063112246
90,0.36,0.2,"TC",22.090396297539
90,0.64,0.2,"TC",17.1395657471986
75,0.4,0.2,"TC",23.9652467677997
75,0.6,0.2,"TC",17.0629447399427
105,0.4,0.2,"TC",15.4993659496042
105,0.6,0.2,"TC",14.4094642353718
90,0.5,0.2,"TC",18.6405444265728
110,0.5,0.2,"TC",19.7922181893988
70,0.5,0.2,"TC",11.5014026535206
90,0.36,0.2,"TC",15.9224371832158
90,0.64,0.2,"TC",9.80949484064004
75,0.4,0.2,"TC",23.5945687046096
75,0.6,0.2,"TC",11.5138882675513
105,0.4,0.2,"TC",23.9707667184947
105,0.6,0.2,"TC",18.0698829296621
90,0.5,0.2,"TC",13.1851784943078
110,0.5,0.2,"TC",20.1714467103057
70,0.5,0.2,"TC",18.7732992624917
90,0.36,0.2,"TC",22.679452438152
90,0.64,0.2,"TC",16.7977509295563
75,0.4,0.2,"TC",22.8435378272801
75,0.6,0.2,"TC",16.5008301976713
105,0.4,0.2,"TC",16.9726011479668
105,0.6,0.2,"TC",13.6154548641106
90,0.5,0.2,"TC",19.046412409343
110,0.5,0.2,"TC",25.5635675528471
70,0.5,0.2,"TC",17.715926986359
90,0.36,0.2,"TC",20.180630998031
90,0.64,0.2,"TC",18.1933255144776
75,0.4,0.2,"TC",20.830376205534
75,0.6,0.2,"TC",19.5896615005438
105,0.4,0.2,"TC",16.3853577047988
105,0.6,0.2,"TC",20.7532744325714
90,0.5,0.2,"TC",16.6681892204643
110,0.5,0.2,"TC",20.2045915608553
70,0.5,0.2,"TC",13.814601136757
90,0.36,0.2,"TC",18.3356819631938
90,0.64,0.2,"TC",17.7818785592973
75,0.4,0.2,"TC",18.3370454404259
75,0.6,0.2,"TC",13.1722829275471
105,0.4,0.2,"TC",21.1357761323293
105,0.6,0.2,"TC",15.3785794830836
90,0.5,0.2,"TC",16.6708377643382
110,0.5,0.2,"TC",15.7688276725711
70,0.5,0.2,"TC",15.6104195775091
90,0.36,0.2,"TC",20.2966814440538
90,0.64,0.2,"TC",14.5915159910142
75,0.4,0.2,"TC",18.1368022150011
75,0.6,0.2,"TC",18.8350473378841
105,0.4,0.2,"TC",23.1206107651827
105,0.6,0.2,"TC",19.1529448738187
90,0.5,0.2,"TC",16.0990073150703
110,0.5,0.2,"TC",23.8838356414874
70,0.5,0.2,"TC",21.8446735972815
90,0.36,0.2,"TC",24.2075486923575
90,0.64,0.2,"TC",17.4052920322017
75,0.4,0.2,"TC",21.8224354782806
75,0.6,0.2,"TC",14.7523385253973
105,0.4,0.2,"TC",17.923498692026
105,0.6,0.2,"TC",13.5749562956994
90,0.5,0.2,"TC",16.5313565539335
110,0.5,0.2,"TC",15.1689507169777
70,0.5,0.2,"TC",18.6341794586702
90,0.36,0.2,"TC",18.0419864532339
90,0.64,0.2,"TC",14.5489178198729
75,0.4,0.2,"TC",17.4081332654426
75,0.6,0.2,"TC",16.0295320107934
105,0.4,0.2,"TC",22.2015885479958
105,0.6,0.2,"TC",19.0689403181083
90,0.5,0.2,"TC",12.139163457148
110,0.5,0.2,"TC",18.9872336769727
70,0.5,0.2,"TC",16.7030504293264
90,0.36,0.2,"TC",25.7094406053747
90,0.64,0.2,"TC",14.1110672113224
75,0.4,0.2,"TC",21.0565280825158
75,0.6,0.2,"TC",14.6161111357286
105,0.4,0.2,"TC",19.7125719063831
105,0.6,0.2,"TC",12.4871982543992
90,0.5,0.2,"TC",15.4121956054745
110,0.5,0.2,"TC",17.5986686995679
70,0.5,0.2,"TC",16.7752224575086
90,0.36,0.2,"TC",13.2673881958191
90,0.64,0.2,"TC",13.4966590402221
75,0.4,0.2,"TC",14.3008993772314
75,0.6,0.2,"TC",17.7955153181236
105,0.4,0.2,"TC",17.9522012572081
105,0.6,0.2,"TC",19.5102597366175
90,0.5,0.2,"TC",12.9962738492295
110,0.5,0.2,"TC",15.5667847372774
70,0.5,0.2,"TC",10.3374271448383
90,0.36,0.2,"TC",19.6872812867465
90,0.64,0.2,"TC",16.6315928106338
75,0.4,0.2,"TC",19.2036037618537
75,0.6,0.2,"TC",18.0343723650807
105,0.4,0.2,"TC",21.137527510038
105,0.6,0.2,"TC",12.7184878632175
90,0.5,0.2,"TC",19.2935593979341
110,0.5,0.2,"TC",13.7479874551074
70,0.5,0.2,"TC",15.9671631149532
90,0.36,0.2,"TC",19.5737039347726
90,0.64,0.2,"TC",12.8966097698467
75,0.4,0.2,"TC",19.3637769652408
75,0.6,0.2,"TC",14.5900196654689
105,0.4,0.2,"TC",22.0050896515908
105,0.6,0.2,"TC",21.2945298746572
90,0.5,0.2,"TC",14.9546955493529
110,0.5,0.2,"TC",16.7300720669684
70,0.5,0.2,"TC",17.3235901313843
90,0.36,0.2,"TC",17.9074178922439
90,0.64,0.2,"TC",16.4928898589531
75,0.4,0.2,"TC",15.9604711750251
75,0.6,0.2,"TC",18.2695486279676
105,0.4,0.2,"TC",14.2720326820609
105,0.6,0.2,"TC",17.326932029199
90,0.5,0.2,"TC",8.64521248323666
110,0.5,0.2,"TC",20.0188077693834
70,0.5,0.2,"TC",16.8563616802513
90,0.36,0.2,"TC",28.8411868482601
90,0.64,0.2,"TC",15.2697512498501
75,0.4,0.2,"TC",23.571084838467
75,0.6,0.2,"TC",12.4990253775212
105,0.4,0.2,"TC",17.3276990042386
105,0.6,0.2,"TC",15.0033207557071
90,0.5,0.2,"TC",20.3167715813164
110,0.5,0.2,"TC",14.524992377566
70,0.5,0.2,"TC",20.0033260506322
90,0.36,0.2,"TC",15.1447716928209
90,0.64,0.2,"TC",21.1808436911275
75,0.4,0.2,"TC",18.1597151125633
75,0.6,0.2,"TC",17.9319651382619
105,0.4,0.2,"TC",19.6748194291494
105,0.6,0.2,"TC",11.7055983787747
90,0.5,0.2,"TC",17.5907377988974
110,0.5,0.2,"TC",22.1413470069522
70,0.5,0.2,"TC",16.0818169433042
90,0.36,0.2,"TC",21.6867568669307
90,0.64,0.2,"TC",16.0329472482914
75,0.4,0.2,"TC",20.7273871136005
75,0.6,0.2,"TC",15.5795244424506
105,0.4,0.2,"TC",25.7543417217703
105,0.6,0.2,"TC",20.8932438394944
90,0.5,0.2,"TC",15.7977289861067
110,0.5,0.2,"TC",15.3357449346737
70,0.5,0.2,"TC",20.0981819769277
90,0.36,0.2,"TC",21.153026594668
90,0.64,0.2,"TC",14.6328448496728
75,0.4,0.2,"TC",24.241686363924
75,0.6,0.2,"TC",9.49800357063877
105,0.4,0.2,"TC",17.0439738458617
105,0.6,0.2,"TC",20.1114618473484
90,0.5,0.2,"TC",11.7224178122384
110,0.5,0.2,"TC",23.5634229961707
70,0.5,0.2,"TC",15.8116867249942
90,0.36,0.2,"TC",17.7028573258845
90,0.64,0.2,"TC",19.9855113707561
75,0.4,0.2,"TC",18.8753107577116
75,0.6,0.2,"TC",16.7505338627329
105,0.4,0.2,"TC",20.1359183008516
105,0.6,0.2,"TC",9.85508777203455
90,0.5,0.2,"TC",16.620215605239
110,0.5,0.2,"TC",17.7434353952135
70,0.5,0.2,"TC",21.6352435513582
90,0.36,0.2,"TC",15.309262545466
90,0.64,0.2,"TC",18.9749204154534
75,0.4,0.2,"TC",19.2140742985288
75,0.6,0.2,"TC",14.5861598190173
105,0.4,0.2,"TC",16.0060270391395
105,0.6,0.2,"TC",11.1097103255845
90,0.5,0.2,"TC",12.9004514424794
110,0.5,0.2,"TC",17.7989161130846
70,0.5,0.2,"TC",16.5256580844156
90,0.36,0.2,"TC",19.8303504533252
90,0.64,0.2,"TC",8.19587122110915
75,0.4,0.2,"TC",21.7160873332371
75,0.6,0.2,"TC",13.1598300903423
105,0.4,0.2,"TC",13.7471215393913
105,0.6,0.2,"TC",19.75989915997
90,0.5,0.2,"TC",16.4518712563636
